,team,Name,b_o,pj_vO
0,TEX,Willie Calhoun,1,8.26
1,TEX,Nick Solak,2,8.64
2,TEX,Nate Lowe,3,9.06
3,TEX,Adolis Garcia,4,10.71
4,TEX,Khris Davis,5,4.41
5,TEX,David Dahl,6,5.78
6,TEX,Isiah Kiner-Falefa,7,9.24
7,TEX,Andy Ibanez,8,1.73
8,TEX,Jose Trevino,9,4.68
9,HOU,Robel Garcia,1,2.33
10,HOU,Michael Brantley,2,8.3
11,HOU,Alex Bregman,3,10.38
12,HOU,Yordan Alvarez,4,11.02
13,HOU,Yuli Gurriel,5,11.79
14,HOU,Carlos Correa,6,8.32
15,HOU,Kyle Tucker,7,9.97
16,HOU,Myles Straw,8,6.5
17,HOU,Martin Maldonado,9,3.97
18,ATL,Ehire Adrianza,1,4.17
19,ATL,Freddie Freeman,2,7.93
20,ATL,Marcell Ozuna,3,6.17
21,ATL,Ozzie Albies,4,7.68
22,ATL,Dansby Swanson,5,5.91
23,ATL,Austin Riley,6,5.86
24,ATL,William Contreras,7,7.69
25,ATL,Ender Inciarte,8,2.22
26,MIL,Kolten Wong,1,8.28
27,MIL,Lorenzo Cain,2,11.8
28,MIL,Tyrone Taylor,3,7.9
29,MIL,Avisail Garcia,4,11.06
30,MIL,Travis Shaw,5,10.83
31,MIL,Luis Urias,6,7.75
32,MIL,Manny Pina,7,7.56
33,MIL,Pablo Reyes,8,2.72
34,OAK,Ramon Laureano,1,11.95
35,OAK,Mitch Moreland,2,8.03
36,OAK,Jed Lowrie,3,9.52
37,OAK,Matt Olson,4,12.26
38,OAK,Matt Chapman,5,8.62
39,OAK,Stephen Piscotty,6,6.34
40,OAK,Seth Brown,7,7.81
41,OAK,Sean Murphy,8,8.02
42,OAK,Elvis Andrus,9,4.52
43,MIN,Luis Arraez,1,8.22
44,MIN,Josh Donaldson,2,8.88
45,MIN,Jorge Polanco,3,8.77
46,MIN,Nelson Cruz,4,11.06
47,MIN,Trevor Larnach,5,5.64
48,MIN,Willians Astudillo,6,7.1
49,MIN,Max Kepler,7,9.05
50,MIN,Andrelton Simmons,8,6.5
51,MIN,Ben Rortvedt,9,2.31
52,CIN,Tyler Naquin,1,9.31
53,CIN,Jesse Winker,2,12.85
54,CIN,Mike Moustakas,3,8.47
55,CIN,Eugenio Suarez,4,6.95
56,CIN,Tucker Barnhart,5,8.11
57,CIN,Kyle Farmer,6,4.66
58,CIN,Shogo Akiyama,7,1.04
59,CIN,Jonathan India,8,7.19
60,COL,Garrett Hampson,1,4.72
61,COL,Connor Joe,2,3.62
62,COL,Trevor Story,3,4.96
63,COL,Charlie Blackmon,4,3.38
64,COL,Josh Fuentes,5,2.51
65,COL,Yonathan Daza,6,2.37
66,COL,Elias Diaz,7,1.2
67,COL,Alan Trejo,8,1.42
0,TEX,Wes Benjamin,SP,2.18
1,HOU,Zack Greinke,SP,13.46
2,ATL,Drew Smyly,SP,12.05
3,MIL,Adrian Houser,SP,14.18
4,OAK,Frankie Montas,SP,12.5
5,MIN,Matt Shoemaker,SP,7.76
6,CIN,Wade Miley,SP,19.68
7,COL,German Marquez,SP,9.47
